ticket_id,customer_id,customer_name,channel,issue_category,priority,agent_name,city,created_date,resolved_date,first_response_minutes,resolution_time_hours,ticket_status,csat_score,refund_amount_sar
TCK-000983,CUST-47839,Noura Al-Anazi,Live Chat,Technical Support,Low,Huda Al-Anazi,Riyadh,31-08-2026,Not Resolved,660,0.0,Pending,0,0.00
TCK-000984,CUST-43448,Sultan Al-Balawi,Live Chat,Technical Support,Low,Noura Al-Shammari,Medina,03-04-2024,Not Resolved,338,0.0,Pending,0,0.00
TCK-000985,CUST-41504,Fahad Al-Balawi,Email,Delivery Issue,Critical,Khalid Al-Ghamdi,Dammam,19-01-2025,19-01-2025,18,5.7,Resolved,5,4349.50
TCK-000986,CUST-12820,Hessa Al-Balawi,Branch,Technical Support,Low,Mohammed Al-Harbi,Riyadh,27-04-2025,27-04-2025,707,22.2,Resolved,5,0.00
TCK-000987,CUST-47108,Maha Al-Anazi,Email,Account Management,Medium,Fahad Al-Otaibi,Dammam,28-06-2024,01-07-2024,191,93.1,Resolved,5,0.00
TCK-000988,CUST-94730,Yousef Al-Shehri,Email,Technical Support,Critical,Ahmed Al-Qahtani,Khobar,19-07-2024,19-07-2024,29,1.3,Resolved,3,0.00
TCK-000989,CUST-72080,Reem Al-Zahrani,Phone,Billing,Medium,Turki Al-Subaie,Riyadh,11-01-2025,13-01-2025,125,48.6,Resolved,5,0.00
TCK-000990,CUST-68765,Nasser Al-Zahrani,Live Chat,Billing,Critical,Fahad Al-Otaibi,Mecca,13-09-2025,13-09-2025,4,11.4,Closed,5,0.00
TCK-000991,CUST-89534,Yousef Al-Anazi,Phone,Refund Request,Low,Ahmed Al-Qahtani,Dammam,05-02-2026,09-02-2026,293,96.5,Closed,5,0.00
TCK-000992,CUST-92771,Khalid Al-Shehri,Email,Billing,Medium,Khalid Al-Ghamdi,Riyadh,05-01-2026,06-01-2026,149,46.0,Resolved,4,0.00
TCK-000993,CUST-30010,Bandar Al-Harbi,Live Chat,Account Management,Medium,Sara Al-Dossari,Dammam,18-01-2025,22-01-2025,204,96.9,Resolved,2,0.00
TCK-000994,CUST-83917,Lama Al-Anazi,WhatsApp,Technical Support,Medium,Faisal Al-Shehri,Riyadh,25-01-2025,Not Resolved,249,0.0,Pending,0,0.00
TCK-000995,CUST-89947,Nasser Al-Mutairi,Phone,Complaint,High,Ahmed Al-Qahtani,Buraidah,16-03-2026,16-03-2026,18,21.3,Resolved,4,0.00
TCK-000996,CUST-79289,Mohammed Al-Rashidi,Live Chat,Delivery Issue,Medium,Turki Al-Subaie,Riyadh,03-01-2025,06-01-2025,205,74.2,Resolved,3,0.00
TCK-000997,CUST-83295,Reem Al-Malki,Phone,Complaint,High,Huda Al-Anazi,Hail,14-08-2025,14-08-2025,89,23.8,Closed,4,857.88
TCK-000998,CUST-55654,Huda Al-Anazi,Phone,Billing,Medium,Faisal Al-Shehri,Riyadh,17-11-2024,17-11-2024,281,10.1,Resolved,5,0.00
TCK-000999,CUST-55940,Mohammed Al-Shammari,Email,Billing,High,Abdullah Al-Zahrani,Medina,06-04-2025,07-04-2025,26,30.8,Resolved,3,0.00
TCK-001000,CUST-83798,Hessa Al-Otaibi,Email,Delivery Issue,Medium,Fahad Al-Otaibi,Hail,08-07-2026,Not Resolved,158,0.0,Pending,0,0.00
TCK-001001,CUST-64712,Dana Al-Shammari,Phone,Complaint,Medium,Mohammed Al-Harbi,Riyadh,29-07-2026,Not Resolved,111,0.0,Open,0,0.00
TCK-001002,CUST-91633,Bandar Al-Rashidi,Branch,Billing,Low,Abdullah Al-Zahrani,Mecca,09-07-2024,13-07-2024,530,100.1,Resolved,5,0.00
TCK-001003,CUST-58950,Sultan Al-Otaibi,Email,Complaint,Low,Fahad Al-Otaibi,Riyadh,03-06-2026,06-06-2026,104,84.1,Closed,5,4434.76
TCK-001004,CUST-13871,Hessa Al-Qahtani,Branch,Account Management,High,Khalid Al-Ghamdi,Dammam,04-09-2024,05-09-2024,66,45.7,Resolved,4,0.00
TCK-001005,CUST-16446,Dana Al-Harbi,Phone,Technical Support,Critical,Faisal Al-Shehri,Riyadh,15-05-2024,Not Resolved,15,0.0,Open,0,0.00
TCK-001006,CUST-82288,Huda Al-Shehri,Phone,Account Management,Low,Noura Al-Shammari,Riyadh,06-10-2025,14-10-2025,673,197.8,Resolved,1,0.00
TCK-001007,CUST-79188,Yousef Al-Qahtani,Social Media,Complaint,Medium,Lama Al-Rashidi,Mecca,08-03-2025,12-03-2025,239,115.2,Closed,5,0.00
TCK-001008,CUST-31587,Sara Al-Shehri,Email,Refund Request,Medium,Turki Al-Subaie,Medina,21-02-2024,23-02-2024,33,52.4,Closed,2,0.00
TCK-001009,CUST-45325,Sultan Al-Shammari,Live Chat,Billing,Low,Yousef Al-Malki,Jeddah,26-07-2025,03-08-2025,554,192.2,Resolved,5,0.00
TCK-001010,CUST-23803,Reem Al-Otaibi,Live Chat,Technical Support,Medium,Reem Al-Mutairi,Dammam,17-09-2025,Not Resolved,63,0.0,Escalated,0,0.00
TCK-001011,CUST-78645,Lama Al-Balawi,Email,Billing,Low,Lama Al-Rashidi,Riyadh,30-04-2026,04-05-2026,658,96.2,Resolved,5,2996.65
TCK-001012,CUST-88789,Dana Al-Malki,Email,Complaint,High,Abdullah Al-Zahrani,Dammam,11-03-2024,11-03-2024,32,13.1,Resolved,1,0.00
TCK-001013,CUST-33548,Dana Al-Otaibi,Phone,Complaint,Critical,Mohammed Al-Harbi,Jeddah,22-11-2025,22-11-2025,23,5.4,Resolved,3,0.00
TCK-001014,CUST-82957,Nasser Al-Malki,WhatsApp,Refund Request,Medium,Abdullah Al-Zahrani,Khobar,19-03-2026,19-03-2026,300,7.0,Resolved,3,902.28
TCK-001015,CUST-78327,Mohammed Al-Subaie,WhatsApp,Account Management,High,Lama Al-Rashidi,Riyadh,29-10-2025,29-10-2025,63,17.9,Resolved,5,0.00
TCK-001016,CUST-34769,Faisal Al-Shammari,Phone,Account Management,Low,Sara Al-Dossari,Jeddah,11-11-2024,14-11-2024,669,95.7,Resolved,1,0.00
TCK-001017,CUST-42639,Sara Al-Dossari,WhatsApp,Technical Support,Low,Sara Al-Dossari,Khobar,26-03-2025,28-03-2025,64,69.3,Resolved,2,0.00
TCK-001018,CUST-64486,Hessa Al-Qahtani,Live Chat,Account Management,Low,Yousef Al-Malki,Mecca,11-05-2026,Not Resolved,634,0.0,Pending,0,0.00
TCK-001019,CUST-48862,Hessa Al-Shehri,Live Chat,General Inquiry,Low,Abdullah Al-Zahrani,Jeddah,24-06-2026,28-06-2026,203,109.9,Closed,4,0.00
TCK-001020,CUST-66245,Ahmed Al-Balawi,Phone,Refund Request,Medium,Faisal Al-Shehri,Riyadh,08-03-2024,12-03-2024,29,97.8,Resolved,5,4115.70
TCK-001021,CUST-90113,Aisha Al-Shammari,Branch,Account Management,Critical,Abdullah Al-Zahrani,Mecca,21-05-2024,21-05-2024,9,8.3,Resolved,5,0.00
TCK-001022,CUST-29376,Khalid Al-Otaibi,Email,Billing,Medium,Turki Al-Subaie,Riyadh,10-03-2026,10-03-2026,45,6.8,Closed,5,0.00
TCK-001023,CUST-62895,Khalid Al-Shammari,Live Chat,Refund Request,Low,Noura Al-Shammari,Jeddah,03-05-2025,Not Resolved,719,0.0,Open,0,0.00
TCK-001024,CUST-45449,Ahmed Al-Malki,Phone,Billing,High,Lama Al-Rashidi,Khobar,05-09-2025,05-09-2025,40,21.9,Resolved,5,1705.08
TCK-001025,CUST-63150,Reem Al-Subaie,Branch,Complaint,Medium,Mohammed Al-Harbi,Medina,13-09-2026,14-09-2026,38,36.0,Resolved,5,2225.42
TCK-001026,CUST-85597,Fahad Al-Otaibi,Phone,Delivery Issue,Low,Mohammed Al-Harbi,Buraidah,10-02-2026,13-02-2026,611,82.8,Closed,4,0.00
TCK-001027,CUST-24768,Ahmed Al-Shehri,Branch,Technical Support,Critical,Maha Al-Balawi,Jeddah,07-07-2026,07-07-2026,24,6.5,Resolved,5,0.00
TCK-001028,CUST-46552,Faisal Al-Shehri,Email,Technical Support,Medium,Yousef Al-Malki,Mecca,12-11-2025,16-11-2025,96,97.8,Closed,5,0.00
TCK-001029,CUST-22180,Khalid Al-Shammari,WhatsApp,Complaint,High,Faisal Al-Shehri,Medina,02-10-2024,Not Resolved,24,0.0,Pending,0,0.00
TCK-001030,CUST-48022,Aisha Al-Subaie,Phone,Delivery Issue,Medium,Turki Al-Subaie,Khobar,28-04-2024,29-04-2024,253,47.0,Resolved,3,0.00
TCK-001031,CUST-27179,Faisal Al-Shehri,Phone,General Inquiry,Low,Turki Al-Subaie,Jeddah,31-10-2026,01-11-2026,218,29.9,Closed,4,0.00
TCK-001032,CUST-27184,Dana Al-Otaibi,Live Chat,Account Management,Low,Khalid Al-Ghamdi,Riyadh,12-02-2026,Not Resolved,62,0.0,Open,0,0.00
TCK-001033,CUST-32040,Mohammed Al-Anazi,Email,General Inquiry,Critical,Ahmed Al-Qahtani,Riyadh,15-04-2025,15-04-2025,12,10.7,Closed,3,0.00
TCK-001034,CUST-11144,Sara Al-Harbi,Live Chat,Account Management,High,Reem Al-Mutairi,Jeddah,17-01-2025,18-01-2025,5,43.8,Resolved,4,0.00
TCK-001035,CUST-39777,Yousef Al-Otaibi,Live Chat,Billing,Medium,Mohammed Al-Harbi,Riyadh,24-04-2024,24-04-2024,100,5.0,Closed,5,0.00
TCK-001036,CUST-80444,Abdullah Al-Subaie,Phone,Technical Support,Critical,Yousef Al-Malki,Dammam,02-09-2026,Not Resolved,23,0.0,Pending,0,0.00
TCK-001037,CUST-12526,Khalid Al-Malki,Social Media,Technical Support,Medium,Ahmed Al-Qahtani,Mecca,05-06-2026,09-06-2026,100,110.4,Resolved,4,0.00
TCK-001038,CUST-55524,Hessa Al-Shehri,WhatsApp,Billing,Medium,Faisal Al-Shehri,Riyadh,23-09-2026,24-09-2026,226,41.0,Resolved,5,0.00
TCK-001039,CUST-54035,Lama Al-Harbi,Phone,Refund Request,Medium,Yousef Al-Malki,Riyadh,06-11-2025,Not Resolved,292,0.0,Pending,0,0.00
TCK-001040,CUST-79082,Nasser Al-Otaibi,Phone,General Inquiry,High,Yousef Al-Malki,Jeddah,16-01-2024,Not Resolved,23,0.0,Pending,0,0.00
TCK-001041,CUST-17325,Bandar Al-Zahrani,Email,Complaint,Medium,Lama Al-Rashidi,Abha,08-06-2026,11-06-2026,180,89.6,Closed,5,0.00
TCK-001042,CUST-50925,Mohammed Al-Subaie,Phone,General Inquiry,High,Fahad Al-Otaibi,Jeddah,14-05-2026,15-05-2026,51,31.3,Closed,5,0.00
TCK-001043,CUST-32855,Aisha Al-Malki,Live Chat,Billing,High,Yousef Al-Malki,Riyadh,14-08-2026,14-08-2026,13,10.3,Closed,4,0.00
TCK-001044,CUST-68360,Hessa Al-Rashidi,Social Media,Account Management,Medium,Sara Al-Dossari,Hail,23-06-2024,24-06-2024,184,27.9,Resolved,4,0.00
TCK-001045,CUST-83274,Sara Al-Rashidi,Social Media,Billing,Medium,Turki Al-Subaie,Riyadh,12-05-2026,15-05-2026,80,91.6,Resolved,4,0.00
TCK-001046,CUST-55147,Khalid Al-Rashidi,Social Media,Refund Request,High,Noura Al-Shammari,Jeddah,07-01-2026,08-01-2026,52,45.2,Resolved,5,0.00
TCK-001047,CUST-43876,Huda Al-Zahrani,WhatsApp,Billing,Low,Noura Al-Shammari,Riyadh,28-04-2026,Not Resolved,361,0.0,Escalated,0,0.00
TCK-001048,CUST-32548,Sultan Al-Shammari,Live Chat,General Inquiry,High,Mohammed Al-Harbi,Medina,10-09-2025,10-09-2025,85,9.0,Resolved,5,0.00
TCK-001049,CUST-98242,Dana Al-Harbi,Branch,Billing,Medium,Maha Al-Balawi,Riyadh,29-01-2025,30-01-2025,168,25.0,Resolved,5,202.65
TCK-001050,CUST-26005,Hessa Al-Zahrani,Email,Billing,High,Mohammed Al-Harbi,Riyadh,24-09-2026,25-09-2026,88,36.6,Resolved,1,0.00
TCK-001051,CUST-68611,Noura Al-Otaibi,Phone,Refund Request,Low,Noura Al-Shammari,Dammam,06-07-2026,12-07-2026,324,144.7,Resolved,5,0.00
TCK-001052,CUST-72869,Dana Al-Balawi,Email,Technical Support,High,Sara Al-Dossari,Khobar,28-12-2024,28-12-2024,25,18.1,Resolved,4,0.00
TCK-001053,CUST-95973,Maha Al-Ghamdi,Live Chat,Account Management,Medium,Huda Al-Anazi,Tabuk,10-01-2024,Not Resolved,234,0.0,Pending,0,0.00
TCK-001054,CUST-95093,Dana Al-Balawi,Phone,Account Management,Medium,Khalid Al-Ghamdi,Riyadh,08-02-2026,08-02-2026,125,21.7,Resolved,3,0.00
TCK-001055,CUST-64703,Aisha Al-Dossari,Phone,General Inquiry,Medium,Yousef Al-Malki,Medina,09-08-2025,Not Resolved,97,0.0,Open,0,0.00
TCK-001056,CUST-28185,Dana Al-Balawi,WhatsApp,Technical Support,Low,Yousef Al-Malki,Hail,27-08-2025,03-09-2025,598,185.6,Resolved,1,0.00
TCK-001057,CUST-72611,Sara Al-Mutairi,Live Chat,General Inquiry,High,Mohammed Al-Harbi,Riyadh,29-03-2026,29-03-2026,13,2.2,Closed,5,0.00
TCK-001058,CUST-57160,Hessa Al-Harbi,WhatsApp,Delivery Issue,Critical,Maha Al-Balawi,Jeddah,10-06-2025,10-06-2025,28,5.4,Resolved,4,3610.70
TCK-001059,CUST-47430,Khalid Al-Zahrani,Branch,Billing,Critical,Maha Al-Balawi,Jeddah,17-06-2026,17-06-2026,18,4.3,Resolved,5,2673.83
TCK-001060,CUST-45040,Ahmed Al-Rashidi,Branch,Complaint,Low,Lama Al-Rashidi,Jeddah,10-08-2024,17-08-2024,227,179.7,Closed,3,0.00
TCK-001061,CUST-70360,Faisal Al-Rashidi,WhatsApp,Complaint,Low,Khalid Al-Ghamdi,Jeddah,08-11-2025,08-11-2025,593,9.5,Closed,5,0.00
TCK-001062,CUST-23002,Nasser Al-Ghamdi,WhatsApp,Refund Request,Medium,Lama Al-Rashidi,Buraidah,25-10-2025,26-10-2025,211,42.4,Closed,3,0.00
TCK-001063,CUST-56565,Yousef Al-Zahrani,Live Chat,Technical Support,Medium,Lama Al-Rashidi,Jeddah,29-08-2026,01-09-2026,278,92.3,Closed,4,0.00
TCK-001064,CUST-40271,Maha Al-Malki,Email,Complaint,Low,Huda Al-Anazi,Jeddah,22-11-2024,Not Resolved,77,0.0,Pending,0,0.00
TCK-001065,CUST-77856,Dana Al-Balawi,WhatsApp,Account Management,Low,Yousef Al-Malki,Mecca,09-09-2025,14-09-2025,592,143.6,Resolved,3,0.00
TCK-001066,CUST-14602,Huda Al-Zahrani,Email,Technical Support,Medium,Lama Al-Rashidi,Dammam,16-11-2024,20-11-2024,254,96.4,Resolved,3,0.00
TCK-001067,CUST-20173,Aisha Al-Malki,Branch,Technical Support,Medium,Faisal Al-Shehri,Riyadh,10-01-2025,13-01-2025,296,73.9,Resolved,4,0.00
TCK-001068,CUST-36754,Abdullah Al-Mutairi,Email,Technical Support,Low,Mohammed Al-Harbi,Dammam,21-06-2026,26-06-2026,238,130.3,Resolved,5,0.00
TCK-001069,CUST-65498,Faisal Al-Dossari,Email,Complaint,Medium,Huda Al-Anazi,Jeddah,01-12-2024,03-12-2024,202,69.9,Resolved,3,0.00
TCK-001070,CUST-79138,Turki Al-Qahtani,Email,Account Management,Low,Abdullah Al-Zahrani,Jeddah,02-12-2025,08-12-2025,38,152.2,Resolved,5,0.00
TCK-001071,CUST-30825,Dana Al-Balawi,Phone,Account Management,Medium,Ahmed Al-Qahtani,Tabuk,24-10-2024,Not Resolved,280,0.0,Pending,0,0.00
TCK-001072,CUST-95690,Bandar Al-Harbi,Phone,Billing,High,Sara Al-Dossari,Dammam,27-01-2025,28-01-2025,82,34.6,Closed,5,0.00
TCK-001073,CUST-24319,Khalid Al-Mutairi,WhatsApp,Billing,Medium,Sara Al-Dossari,Jeddah,28-04-2024,30-04-2024,178,64.3,Resolved,5,0.00
TCK-001074,CUST-67595,Abdullah Al-Mutairi,Live Chat,Refund Request,Medium,Ahmed Al-Qahtani,Khobar,12-10-2024,14-10-2024,70,56.0,Resolved,4,0.00
TCK-001075,CUST-81761,Nasser Al-Anazi,Email,General Inquiry,High,Reem Al-Mutairi,Mecca,22-02-2024,Not Resolved,87,0.0,Open,0,0.00
TCK-001076,CUST-42465,Dana Al-Mutairi,Live Chat,Technical Support,Low,Abdullah Al-Zahrani,Jeddah,04-12-2025,Not Resolved,236,0.0,Escalated,0,0.00
TCK-001077,CUST-74854,Abdullah Al-Mutairi,Phone,Refund Request,Medium,Faisal Al-Shehri,Dammam,17-10-2025,21-10-2025,60,110.2,Closed,4,0.00
TCK-001078,CUST-83566,Khalid Al-Balawi,Live Chat,Technical Support,Medium,Sara Al-Dossari,Abha,04-02-2024,06-02-2024,210,71.9,Resolved,4,0.00
TCK-001079,CUST-35808,Yousef Al-Rashidi,Email,Complaint,Medium,Sara Al-Dossari,Riyadh,01-06-2024,04-06-2024,27,81.7,Resolved,5,0.00
TCK-001080,CUST-41532,Huda Al-Balawi,Phone,Technical Support,Low,Fahad Al-Otaibi,Riyadh,17-12-2025,Not Resolved,51,0.0,Escalated,0,0.00
TCK-001081,CUST-46320,Dana Al-Subaie,Phone,General Inquiry,Low,Reem Al-Mutairi,Jeddah,06-03-2025,08-03-2025,177,64.7,Closed,5,0.00
TCK-001082,CUST-63185,Aisha Al-Balawi,Phone,Delivery Issue,High,Reem Al-Mutairi,Riyadh,28-10-2024,29-10-2024,15,41.5,Closed,4,0.00
TCK-001083,CUST-31563,Fahad Al-Shehri,Social Media,Complaint,High,Yousef Al-Malki,Dammam,21-05-2026,22-05-2026,9,29.9,Closed,4,0.00
TCK-001084,CUST-15153,Dana Al-Shehri,Social Media,Technical Support,Medium,Sara Al-Dossari,Riyadh,19-06-2024,23-06-2024,87,103.4,Resolved,5,0.00
TCK-001085,CUST-38668,Nasser Al-Otaibi,Live Chat,Billing,High,Khalid Al-Ghamdi,Khobar,22-05-2024,22-05-2024,45,12.4,Resolved,3,0.00
TCK-001086,CUST-21519,Yousef Al-Balawi,WhatsApp,Billing,High,Turki Al-Subaie,Abha,11-10-2024,11-10-2024,18,11.1,Resolved,4,126.34
TCK-001087,CUST-88205,Lama Al-Subaie,Phone,Billing,Medium,Sara Al-Dossari,Riyadh,08-12-2025,Not Resolved,19,0.0,Open,0,0.00
TCK-001088,CUST-96210,Bandar Al-Malki,Phone,Billing,Low,Huda Al-Anazi,Riyadh,16-04-2024,22-04-2024,477,155.7,Resolved,4,0.00
TCK-001089,CUST-17443,Fahad Al-Zahrani,Email,Technical Support,Medium,Faisal Al-Shehri,Riyadh,20-06-2025,20-06-2025,286,23.0,Resolved,5,0.00
TCK-001090,CUST-14974,Reem Al-Anazi,Email,Billing,Low,Abdullah Al-Zahrani,Mecca,23-12-2024,27-12-2024,714,104.3,Resolved,1,0.00
TCK-001091,CUST-38171,Sara Al-Balawi,Live Chat,Refund Request,Critical,Huda Al-Anazi,Dammam,28-05-2026,Not Resolved,4,0.0,Pending,0,0.00
TCK-001092,CUST-67633,Aisha Al-Shammari,Live Chat,Technical Support,Medium,Reem Al-Mutairi,Medina,19-04-2026,22-04-2026,53,79.8,Closed,4,0.00
TCK-001093,CUST-96130,Yousef Al-Shehri,Email,Account Management,High,Lama Al-Rashidi,Riyadh,23-07-2026,Not Resolved,6,0.0,Pending,0,0.00
TCK-001094,CUST-10537,Yousef Al-Malki,Email,Complaint,Low,Noura Al-Shammari,Jeddah,07-01-2026,Not Resolved,671,0.0,Pending,0,0.00
TCK-001095,CUST-90618,Sara Al-Harbi,Phone,Delivery Issue,Medium,Yousef Al-Malki,Mecca,11-02-2025,Not Resolved,288,0.0,Open,0,0.00
TCK-001096,CUST-80777,Dana Al-Dossari,Phone,Technical Support,Critical,Fahad Al-Otaibi,Riyadh,16-12-2024,16-12-2024,14,10.8,Resolved,4,0.00
TCK-001097,CUST-69330,Nasser Al-Mutairi,Phone,Complaint,High,Turki Al-Subaie,Tabuk,28-05-2024,29-05-2024,74,24.4,Resolved,5,2199.19
TCK-001098,CUST-80503,Ahmed Al-Mutairi,Live Chat,Account Management,Critical,Lama Al-Rashidi,Jeddah,29-06-2024,29-06-2024,7,3.0,Closed,4,0.00
TCK-001099,CUST-67797,Sultan Al-Otaibi,WhatsApp,Account Management,Low,Faisal Al-Shehri,Khobar,14-02-2026,17-02-2026,64,75.5,Closed,5,0.00
TCK-001100,CUST-18419,Sultan Al-Dossari,Phone,Complaint,Medium,Lama Al-Rashidi,Riyadh,18-12-2024,Not Resolved,97,0.0,Pending,0,0.00
TCK-001101,CUST-53266,Khalid Al-Harbi,WhatsApp,Complaint,High,Faisal Al-Shehri,Tabuk,11-03-2026,Not Resolved,60,0.0,Open,0,0.00
TCK-001102,CUST-92919,Lama Al-Qahtani,Phone,General Inquiry,Medium,Turki Al-Subaie,Abha,16-09-2025,17-09-2025,113,41.6,Resolved,2,0.00
TCK-001103,CUST-55726,Lama Al-Rashidi,Email,Billing,Medium,Noura Al-Shammari,Riyadh,20-07-2026,23-07-2026,103,92.0,Resolved,5,3086.30
TCK-001104,CUST-68292,Maha Al-Zahrani,Social Media,Billing,Medium,Khalid Al-Ghamdi,Jeddah,17-03-2026,18-03-2026,216,28.7,Resolved,5,0.00
TCK-001105,CUST-45163,Lama Al-Dossari,Phone,Technical Support,Medium,Lama Al-Rashidi,Riyadh,15-08-2024,19-08-2024,20,119.3,Closed,4,0.00
TCK-001106,CUST-10495,Huda Al-Subaie,Phone,Technical Support,Low,Yousef Al-Malki,Mecca,09-10-2025,17-10-2025,471,205.5,Closed,5,0.00
TCK-001107,CUST-49790,Lama Al-Zahrani,Live Chat,Account Management,Medium,Mohammed Al-Harbi,Khobar,11-11-2025,14-11-2025,58,77.0,Resolved,5,0.00
TCK-001108,CUST-29955,Noura Al-Shammari,Branch,Technical Support,Medium,Maha Al-Balawi,Medina,24-10-2024,Not Resolved,20,0.0,Open,0,0.00
TCK-001109,CUST-97288,Abdullah Al-Dossari,WhatsApp,Technical Support,High,Ahmed Al-Qahtani,Khobar,16-06-2024,Not Resolved,50,0.0,Pending,0,0.00
TCK-001110,CUST-22825,Turki Al-Dossari,WhatsApp,Technical Support,Medium,Turki Al-Subaie,Abha,27-05-2025,Not Resolved,32,0.0,Open,0,0.00
TCK-001111,CUST-54983,Hessa Al-Rashidi,Phone,Account Management,Critical,Abdullah Al-Zahrani,Medina,17-08-2024,17-08-2024,16,10.1,Resolved,3,0.00
TCK-001112,CUST-31922,Lama Al-Shammari,WhatsApp,Account Management,Medium,Faisal Al-Shehri,Hail,20-08-2024,20-08-2024,81,12.9,Resolved,5,0.00
TCK-001113,CUST-36491,Reem Al-Rashidi,Email,Technical Support,Low,Fahad Al-Otaibi,Riyadh,10-11-2025,Not Resolved,587,0.0,Open,0,0.00
TCK-001114,CUST-91822,Abdullah Al-Dossari,Email,Technical Support,Medium,Khalid Al-Ghamdi,Hail,07-04-2025,08-04-2025,43,35.9,Closed,1,0.00
TCK-001115,CUST-60987,Abdullah Al-Malki,Email,Technical Support,Medium,Faisal Al-Shehri,Khobar,27-06-2026,Not Resolved,84,0.0,Pending,0,0.00
TCK-001116,CUST-39204,Huda Al-Otaibi,Live Chat,Refund Request,Medium,Noura Al-Shammari,Mecca,23-08-2024,Not Resolved,77,0.0,Pending,0,0.00
TCK-001117,CUST-92717,Reem Al-Otaibi,Live Chat,Delivery Issue,Low,Turki Al-Subaie,Jeddah,04-02-2026,07-02-2026,67,83.2,Resolved,3,2759.90
TCK-001118,CUST-85827,Ahmed Al-Rashidi,Phone,Account Management,Low,Khalid Al-Ghamdi,Jeddah,10-01-2026,17-01-2026,426,178.8,Resolved,4,0.00
TCK-001119,CUST-35977,Sara Al-Shehri,Phone,General Inquiry,Medium,Huda Al-Anazi,Mecca,06-09-2025,Not Resolved,39,0.0,Escalated,0,0.00
TCK-001120,CUST-45155,Nasser Al-Rashidi,Live Chat,General Inquiry,Medium,Reem Al-Mutairi,Hail,09-06-2025,13-06-2025,254,104.9,Closed,4,0.00
TCK-001121,CUST-68531,Yousef Al-Zahrani,Phone,Technical Support,Low,Faisal Al-Shehri,Mecca,20-01-2024,Not Resolved,632,0.0,Open,0,0.00
TCK-001122,CUST-35930,Nasser Al-Mutairi,Live Chat,Account Management,Medium,Khalid Al-Ghamdi,Abha,01-02-2025,05-02-2025,144,107.6,Resolved,3,0.00
TCK-001123,CUST-58807,Faisal Al-Balawi,Phone,Technical Support,Medium,Yousef Al-Malki,Hail,13-05-2024,16-05-2024,190,77.4,Resolved,1,0.00
TCK-001124,CUST-82793,Nasser Al-Subaie,Email,Technical Support,Critical,Khalid Al-Ghamdi,Medina,21-02-2026,21-02-2026,3,2.5,Resolved,5,0.00
TCK-001125,CUST-79536,Huda Al-Anazi,Live Chat,Account Management,Medium,Huda Al-Anazi,Riyadh,20-12-2025,23-12-2025,212,89.9,Resolved,2,0.00
TCK-001126,CUST-56546,Huda Al-Subaie,Phone,Refund Request,High,Maha Al-Balawi,Tabuk,22-04-2024,23-04-2024,12,45.2,Closed,5,0.00
TCK-001127,CUST-61598,Turki Al-Zahrani,Branch,Billing,Low,Turki Al-Subaie,Buraidah,25-05-2026,31-05-2026,124,144.5,Closed,5,0.00
TCK-001128,CUST-19213,Reem Al-Ghamdi,Phone,Account Management,High,Lama Al-Rashidi,Jeddah,23-04-2024,24-04-2024,78,42.9,Resolved,3,0.00
TCK-001129,CUST-31079,Ahmed Al-Malki,Email,General Inquiry,Low,Sara Al-Dossari,Jeddah,01-09-2025,01-09-2025,360,21.8,Resolved,5,0.00
TCK-001130,CUST-10024,Fahad Al-Subaie,WhatsApp,Technical Support,Low,Khalid Al-Ghamdi,Medina,14-10-2024,18-10-2024,274,112.8,Resolved,5,0.00
TCK-001131,CUST-61498,Maha Al-Qahtani,Social Media,Refund Request,Medium,Maha Al-Balawi,Mecca,26-11-2024,28-11-2024,174,65.4,Resolved,5,1549.70
TCK-001132,CUST-60536,Yousef Al-Subaie,Live Chat,General Inquiry,Medium,Khalid Al-Ghamdi,Riyadh,24-08-2026,Not Resolved,51,0.0,Open,0,0.00
TCK-001133,CUST-27642,Ahmed Al-Zahrani,Phone,Account Management,Medium,Ahmed Al-Qahtani,Khobar,28-10-2025,29-10-2025,39,25.3,Resolved,4,0.00
TCK-001134,CUST-70873,Faisal Al-Mutairi,Email,Technical Support,Low,Turki Al-Subaie,Jeddah,25-02-2025,26-02-2025,372,26.7,Resolved,5,0.00
TCK-001135,CUST-55217,Abdullah Al-Ghamdi,Email,Technical Support,High,Turki Al-Subaie,Mecca,27-05-2025,28-05-2025,57,43.6,Resolved,5,0.00
TCK-001136,CUST-85366,Sara Al-Mutairi,Live Chat,Billing,Medium,Faisal Al-Shehri,Jeddah,05-12-2024,08-12-2024,19,89.4,Resolved,5,0.00
TCK-001137,CUST-40836,Faisal Al-Zahrani,WhatsApp,Technical Support,Medium,Sara Al-Dossari,Abha,23-12-2025,Not Resolved,225,0.0,Pending,0,0.00
TCK-001138,CUST-28896,Ahmed Al-Qahtani,Phone,Complaint,High,Abdullah Al-Zahrani,Dammam,29-08-2025,29-08-2025,43,10.3,Resolved,5,0.00
TCK-001139,CUST-79156,Reem Al-Otaibi,WhatsApp,Account Management,Medium,Abdullah Al-Zahrani,Riyadh,31-07-2024,03-08-2024,279,86.0,Closed,5,0.00
TCK-001140,CUST-32746,Abdullah Al-Mutairi,Branch,General Inquiry,Medium,Sara Al-Dossari,Hail,30-11-2024,Not Resolved,257,0.0,Pending,0,0.00
